epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.23404,2.06678,3.61582,2.09064,0.00524,0.65584,0.06037,0.02751,1.80703,3.93525,1.86363,0.00010002,0.00010002,0.00010002
2,14.1742,1.8048,3.42116,1.86009,0.00634,0.74675,0.09918,0.05866,1.6616,3.89202,1.68264,0.000202407,0.000202407,0.000202407
3,21.2682,1.56932,3.22059,1.64813,0.00685,0.79221,0.10562,0.04327,1.78932,3.84699,1.68423,0.000289391,0.000289391,0.000289391
4,28.1442,1.6464,3.16211,1.61401,0.00678,0.79221,0.09418,0.03262,1.89106,3.8201,1.70122,0.000360972,0.000360972,0.000360972
5,35.084,1.57363,3.13599,1.56738,0.00576,0.67532,0.09809,0.03273,2.12669,3.77514,1.8387,0.00041715,0.00041715,0.00041715
6,41.8846,1.74798,3.14783,1.67327,0.00622,0.72078,0.11552,0.03765,1.95257,3.71537,1.73583,0.000457925,0.000457925,0.000457925
7,48.5081,1.60118,3.01044,1.61734,0.00622,0.72078,0.11552,0.03765,1.95257,3.71537,1.73583,0.000483297,0.000483297,0.000483297
8,55.3144,1.59549,2.802,1.49558,0.00527,0.6039,0.14057,0.06781,1.85246,3.57814,1.73397,0.000493265,0.000493265,0.000493265
9,62.0802,1.5376,2.74102,1.53829,0.00578,0.67532,0.16685,0.08893,1.66884,3.50641,1.62754,0.000487831,0.000487831,0.000487831
10,68.8572,1.56268,2.77862,1.53006,0.00578,0.67532,0.16685,0.08893,1.66884,3.50641,1.62754,0.000466993,0.000466993,0.000466993
11,75.6832,1.66298,2.75236,1.61285,0.92725,0.09091,0.23653,0.13284,1.76917,3.43554,1.71175,0.000430753,0.000430753,0.000430753
12,82.3125,1.46679,2.73354,1.52769,0.92725,0.09091,0.23653,0.13284,1.76917,3.43554,1.71175,0.000379109,0.000379109,0.000379109
13,89.1245,1.47494,2.64856,1.43264,0.87476,0.1361,0.2974,0.09421,1.83845,3.32,1.73442,0.000312062,0.000312062,0.000312062
14,95.7519,1.55832,2.76116,1.62275,0.87476,0.1361,0.2974,0.09421,1.83845,3.32,1.73442,0.000229613,0.000229613,0.000229613
15,102.441,1.38632,2.63194,1.47908,0.87416,0.22727,0.33027,0.11083,1.86894,3.13877,1.71398,0.000126692,0.000126692,0.000126692
