epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.4749,1.62785,3.68964,1.79316,0.00909,1,0.03431,0.0088,2.86969,4.01102,3.16493,1.429e-05,1.429e-05,1.429e-05
2,3.12865,1.59036,3.7749,1.78933,0.00885,1,0.02395,0.00657,2.65381,4.18804,3.01315,4.00406e-05,4.00406e-05,4.00406e-05
3,4.86861,1.43179,4.37253,1.91487,0.00851,1,0.04975,0.01119,2.67592,4.13683,2.9162,6.20186e-05,6.20186e-05,6.20186e-05
4,6.58517,1.64148,3.93917,1.8344,0.00962,1,0.05378,0.01281,2.51765,4.16854,2.7179,8.02241e-05,8.02241e-05,8.02241e-05
5,8.21362,1.41203,3.36077,1.62449,0.01015,1,0.04326,0.012,2.02248,4.42717,2.31485,9.4657e-05,9.4657e-05,9.4657e-05
6,9.69596,1.84464,4.73372,1.92866,0.01015,1,0.04326,0.012,2.02248,4.42717,2.31485,0.000105317,0.000105317,0.000105317
7,11.3302,1.52008,4.17645,2.03062,0.00939,1,0.04798,0.01592,1.85254,3.86609,2.13256,0.000112205,0.000112205,0.000112205
8,12.9361,1.74066,4.86895,2.14469,0.0093,1,0.06124,0.0194,1.71461,4.0124,2.09506,0.00011532,0.00011532,0.00011532
9,14.5338,1.39655,4.2637,1.81584,0.0093,1,0.06124,0.0194,1.71461,4.0124,2.09506,0.000114663,0.000114663,0.000114663
10,16.1138,1.20451,4.14237,1.5034,0.00897,1,0.0569,0.02288,1.80121,4.07473,2.16759,0.000110233,0.000110233,0.000110233
11,17.6236,1.44838,5.18683,1.98844,0.00897,1,0.0569,0.02288,1.80121,4.07473,2.16759,0.000102031,0.000102031,0.000102031
12,19.1993,1.38179,4.14375,1.59509,0.00851,1,0.08652,0.03709,1.96903,3.77449,2.31846,9.00556e-05,9.00556e-05,9.00556e-05
13,20.6819,1.32202,4.00173,1.70062,0.00851,1,0.08652,0.03709,1.96903,3.77449,2.31846,7.4308e-05,7.4308e-05,7.4308e-05
14,22.217,1.24292,3.98193,1.64024,0.00851,1,0.08652,0.03709,1.96903,3.77449,2.31846,5.47879e-05,5.47879e-05,5.47879e-05
15,23.8639,1.5454,4.35433,1.97388,0.0087,1,0.0995,0.03501,2.02111,3.91851,2.27518,3.14952e-05,3.14952e-05,3.14952e-05
