epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0431,1.94064,3.60066,2.03109,0.00435,0.53571,0.07561,0.03155,1.99881,3.99727,2.05658,0.00011669,0.00011669,0.00011669
2,21.1622,1.77699,3.3727,1.87517,0.00518,0.67857,0.10945,0.045,2.00114,3.81788,2.00306,0.000233547,0.000233547,0.000233547
3,30.5035,1.57586,3.18521,1.66837,0.00688,0.84524,0.0987,0.05169,1.96795,3.74987,1.83721,0.0003328,0.0003328,0.0003328
4,39.9718,1.63159,3.08286,1.65692,0.00673,0.875,0.1097,0.03014,2.3227,3.80245,1.97279,0.00041445,0.00041445,0.00041445
5,50.0265,1.7846,2.97859,1.68073,0.00667,0.84524,0.11843,0.03682,2.26359,3.80757,1.89461,0.000478496,0.000478496,0.000478496
6,59.7678,1.97774,3.16362,1.85918,0.00668,0.84524,0.17221,0.05214,2.05157,3.80991,1.78778,0.000524938,0.000524938,0.000524938
7,69.5381,1.69708,3.10596,1.62824,0.0067,0.84524,0.23231,0.10129,1.93786,3.53312,1.69094,0.000553777,0.000553777,0.000553777
8,78.6824,1.61468,2.93624,1.65827,0.63753,0.25,0.21841,0.09549,1.79338,3.51076,1.72894,0.000565013,0.000565013,0.000565013
9,88.3212,1.66461,2.96962,1.68272,0.9078,0.16667,0.23016,0.1033,1.73247,3.41338,1.67508,0.000558645,0.000558645,0.000558645
10,97.728,1.5371,2.80994,1.59549,0.9078,0.16667,0.23016,0.1033,1.73247,3.41338,1.67508,0.000534674,0.000534674,0.000534674
11,106.828,1.72399,2.8955,1.75037,0.73652,0.16667,0.1973,0.08208,1.7177,3.38436,1.66248,0.000493099,0.000493099,0.000493099
12,115.454,1.52919,2.69468,1.50734,0.73652,0.16667,0.1973,0.08208,1.7177,3.38436,1.66248,0.00043392,0.00043392,0.00043392
13,124.649,1.71972,2.92672,1.72303,0.86587,0.125,0.2047,0.07131,1.82335,3.33762,1.76103,0.000346736,0.000346736,0.000346736
14,134.052,1.54419,2.72407,1.53444,0.86587,0.125,0.2047,0.07131,1.82335,3.33762,1.76103,0.000236714,0.000236714,0.000236714
15,143.181,1.60902,2.72778,1.58954,0.67134,0.16667,0.20648,0.07999,1.8172,3.23093,1.76134,0.000126692,0.000126692,0.000126692
